# asgram_rx.dat : auto-generated file
#
# num_samples :   4096
# frequency   :   1700.00000000 MHz
# bandwidth   :   5000.00000000 kHz
 -2.4378e-02  -1.0765e-01
 -3.0819e-02  -1.1969e-01
 -4.4376e-02  -1.2825e-01
 -6.3510e-02  -1.3147e-01
 -8.6321e-02  -1.2834e-01
 -1.0882e-01  -1.1969e-01
 -1.2890e-01  -1.0707e-01
 -1.4282e-01  -9.2906e-02
 -1.4869e-01  -7.9887e-02
 -1.4557e-01  -7.0312e-02
 -1.3317e-01  -6.4882e-02
 -1.1226e-01  -6.4191e-02
 -8.4964e-02  -6.6662e-02
 -5.3280e-02  -7.0512e-02
 -1.9937e-02  -7.3876e-02
  1.2879e-02  -7.3963e-02
  4.1412e-02  -6.9995e-02
  6.4539e-02  -6.1135e-02
  8.0103e-02  -4.8314e-02
  8.7451e-02  -3.3359e-02
  8.6467e-02  -1.8558e-02
  7.7832e-02  -7.0337e-03
  6.3717e-02  -9.6720e-04
  4.6101e-02  -1.5466e-03
  2.7831e-02  -8.7091e-03
  1.1761e-02  -2.1275e-02
  5.7611e-04  -3.6734e-02
 -4.5961e-03  -5.2211e-02
 -2.4195e-03  -6.3916e-02
  5.3905e-03  -6.9764e-02
  1.7348e-02  -6.8306e-02
  3.0471e-02  -5.8245e-02
  4.1006e-02  -4.0742e-02
  4.5693e-02  -1.7458e-02
  4.2185e-02   9.3553e-03
  2.9479e-02   3.6728e-02
  7.7888e-03   6.1950e-02
 -2.0714e-02   8.2772e-02
 -5.2820e-02   9.7432e-02
 -8.4493e-02   1.0557e-01
 -1.1132e-01   1.0626e-01
 -1.3081e-01   1.0051e-01
 -1.4031e-01   8.9285e-02
 -1.3998e-01   7.3815e-02
 -1.3137e-01   5.5987e-02
 -1.1715e-01   3.7353e-02
 -1.0116e-01   1.9688e-02
 -8.7117e-02   4.9035e-03
 -7.8324e-02  -5.2835e-03
 -7.6290e-02  -9.9435e-03
 -8.1155e-02  -8.3274e-03
 -9.1599e-02  -1.9274e-04
 -1.0563e-01   1.2917e-02
 -1.1957e-01   3.0172e-02
 -1.3072e-01   4.8792e-02
 -1.3639e-01   6.6452e-02
 -1.3620e-01   7.9640e-02
 -1.3023e-01   8.5907e-02
 -1.1938e-01   8.4397e-02
 -1.0616e-01   7.3516e-02
 -9.2628e-02   5.4428e-02
 -8.1021e-02   2.8717e-02
 -7.2173e-02  -1.0921e-03
 -6.6668e-02  -3.0872e-02
 -6.2604e-02  -5.8102e-02
 -5.9508e-02  -7.8656e-02
 -5.4846e-02  -9.1838e-02
 -4.7519e-02  -9.6465e-02
 -3.6618e-02  -9.2815e-02
 -2.2076e-02  -8.2708e-02
 -5.4314e-03  -6.7721e-02
  1.1454e-02  -5.0968e-02
  2.6760e-02  -3.4083e-02
  3.8598e-02  -1.8525e-02
  4.6718e-02  -5.1277e-03
  5.0511e-02   5.6105e-03
  5.2109e-02   1.4900e-02
  5.2833e-02   2.2739e-02
  5.5214e-02   3.0283e-02
  6.0589e-02   3.7610e-02
  6.9082e-02   4.4269e-02
  7.9760e-02   4.9222e-02
  9.0626e-02   5.1369e-02
  9.7981e-02   4.9306e-02
  9.8391e-02   4.2401e-02
  8.7902e-02   2.9677e-02
  6.4964e-02   1.2616e-02
  2.9826e-02  -7.3550e-03
 -1.5179e-02  -2.7566e-02
 -6.4767e-02  -4.5766e-02
 -1.1291e-01  -5.7892e-02
 -1.5213e-01  -6.2283e-02
 -1.7635e-01  -5.7458e-02
 -1.7992e-01  -4.2986e-02
 -1.6173e-01  -2.0327e-02
 -1.2218e-01   8.7716e-03
 -6.5981e-02   4.0514e-02
  4.5613e-04   7.2281e-02
  6.8721e-02   1.0053e-01
  1.3055e-01   1.2231e-01
  1.7822e-01   1.3641e-01
  2.0750e-01   1.4201e-01
  2.1547e-01   1.3981e-01
  2.0327e-01   1.3115e-01
  1.7445e-01   1.1779e-01
  1.3359e-01   1.0114e-01
  8.7552e-02   8.2881e-02
  4.1823e-02   6.4470e-02
  3.3986e-05   4.6967e-02
 -3.4008e-02   3.1606e-02
 -5.9285e-02   1.8174e-02
 -7.7478e-02   7.4456e-03
 -9.0203e-02  -8.4655e-04
 -9.9926e-02  -6.6567e-03
 -1.0848e-01  -9.9779e-03
 -1.1674e-01  -1.1271e-02
 -1.2516e-01  -1.0878e-02
 -1.3211e-01  -9.9870e-03
 -1.3591e-01  -8.5243e-03
 -1.3424e-01  -7.6569e-03
 -1.2546e-01  -8.8006e-03
 -1.0889e-01  -1.1687e-02
 -8.4141e-02  -1.7477e-02
 -5.3419e-02  -2.5242e-02
 -1.9671e-02  -3.4793e-02
  1.4394e-02  -4.5010e-02
  4.5109e-02  -5.4027e-02
  7.0169e-02  -6.0821e-02
  8.7879e-02  -6.4154e-02
  9.7181e-02  -6.3377e-02
  9.9948e-02  -5.8602e-02
  9.7113e-02  -4.9935e-02
  9.1063e-02  -3.9413e-02
  8.5155e-02  -2.8325e-02
  8.1209e-02  -1.7919e-02
  8.0655e-02  -1.0579e-02
  8.4531e-02  -6.5971e-03
  9.1887e-02  -7.0205e-03
  1.0158e-01  -1.1725e-02
  1.1238e-01  -1.9070e-02
  1.2222e-01  -2.8643e-02
  1.3051e-01  -3.8106e-02
  1.3646e-01  -4.6236e-02
  1.3946e-01  -5.1485e-02
  1.3994e-01  -5.3216e-02
  1.3899e-01  -5.0944e-02
  1.3796e-01  -4.4520e-02
  1.3761e-01  -3.4732e-02
  1.3867e-01  -2.2012e-02
  1.4098e-01  -7.8275e-03
  1.4358e-01   7.0114e-03
  1.4613e-01   2.1703e-02
  1.4559e-01   3.4912e-02
  1.4073e-01   4.5951e-02
  1.2957e-01   5.3862e-02
  1.1114e-01   5.8357e-02
  8.5249e-02   5.9498e-02
  5.2647e-02   5.6638e-02
  1.5797e-02   5.0666e-02
 -2.1831e-02   4.2117e-02
 -5.7548e-02   3.2374e-02
 -8.6783e-02   2.2482e-02
 -1.0695e-01   1.4149e-02
 -1.1582e-01   8.9631e-03
 -1.1252e-01   7.5232e-03
 -9.7880e-02   9.4764e-03
 -7.3898e-02   1.5379e-02
 -4.4987e-02   2.3137e-02
 -1.5528e-02   3.1080e-02
  1.0184e-02   3.7081e-02
  2.7902e-02   3.8485e-02
  3.5308e-02   3.4218e-02
  3.1283e-02   2.2206e-02
  1.7463e-02   3.5244e-03
 -3.8064e-03  -2.1182e-02
 -2.7718e-02  -4.9144e-02
 -4.9568e-02  -7.7475e-02
 -6.4805e-02  -1.0363e-01
 -7.0464e-02  -1.2422e-01
 -6.4489e-02  -1.3729e-01
 -4.7114e-02  -1.4124e-01
 -2.1593e-02  -1.3741e-01
  8.6514e-03  -1.2648e-01
  3.8004e-02  -1.1121e-01
  6.2243e-02  -9.5250e-02
  7.7801e-02  -8.0829e-02
  8.2265e-02  -7.1881e-02
  7.6094e-02  -6.9650e-02
  6.1353e-02  -7.5673e-02
  4.1466e-02  -8.9114e-02
  2.1171e-02  -1.0839e-01
  5.2622e-03  -1.3052e-01
 -2.3633e-03  -1.5307e-01
 -6.8670e-04  -1.7315e-01
  1.0827e-02  -1.8747e-01
  2.9640e-02  -1.9459e-01
  5.2085e-02  -1.9364e-01
  7.4635e-02  -1.8429e-01
  9.2886e-02  -1.6765e-01
  1.0408e-01  -1.4505e-01
