# asgram_rx.dat : auto-generated file
#
# num_samples :   4096
# frequency   :   462.00000000 MHz
# bandwidth   :   800.00006104 kHz
  5.2093e-05   4.2897e-05
 -2.2674e-05   5.0887e-05
 -7.0660e-05   4.7904e-05
 -1.0852e-04  -4.9269e-05
  4.9285e-06   5.7513e-06
  3.1517e-05  -1.4627e-05
 -1.4172e-04   3.7276e-05
 -8.1732e-05   1.6959e-04
 -9.1054e-05  -2.9691e-05
  1.5102e-05  -4.8248e-05
 -7.6840e-05  -4.2467e-05
  3.3307e-05   1.3340e-04
 -1.6568e-06  -1.4297e-05
 -1.2031e-04  -2.6218e-05
 -6.8905e-05  -6.9930e-05
 -5.0995e-05   3.3606e-05
 -7.0410e-05  -3.8017e-05
 -7.4902e-05   3.7367e-05
 -2.4586e-05  -3.3963e-05
  8.3584e-05   4.7670e-05
 -4.1573e-05   1.8519e-06
 -1.0828e-04   1.0226e-04
  5.2158e-05   8.6816e-05
 -6.1641e-05  -2.9450e-05
 -4.6123e-05   3.8408e-05
 -1.3561e-05   9.4768e-05
  2.1371e-05   4.9678e-05
 -2.5841e-05  -3.6782e-05
 -6.7680e-05   4.9052e-05
 -7.3169e-06   3.7535e-05
 -4.8949e-05   4.9697e-05
  4.0915e-05  -3.0056e-05
  6.1933e-05  -6.2595e-06
 -1.7402e-05   6.8735e-06
 -4.8219e-05  -8.9846e-05
 -8.7212e-05   2.1096e-05
  7.9856e-06  -5.9446e-05
  5.1530e-07  -6.4701e-05
  1.5077e-04  -5.0297e-05
 -2.2347e-05   1.4636e-05
  7.5009e-05   4.1584e-05
 -6.6673e-05   6.2021e-05
 -1.0393e-04   5.6762e-05
  1.3251e-04  -3.1500e-05
 -3.9084e-05   1.1499e-05
  4.1894e-05  -5.3228e-05
  7.8129e-05   3.2335e-05
  3.6291e-06  -3.6510e-05
 -5.2193e-06  -5.2911e-05
 -9.2740e-05   1.0821e-05
  6.1734e-07  -4.2235e-05
  3.2127e-06   3.1996e-05
 -8.7360e-05  -2.1307e-05
 -9.3012e-05  -7.6246e-05
 -6.0734e-05  -9.5402e-05
 -2.4761e-05  -6.1555e-05
  3.9386e-05  -2.2276e-05
  6.3478e-06  -7.3939e-05
